"csi","reasons"
"disability","I did not feel like I had a personal enough relationship with the students in this course<split here>I did not think that revealing that I have a disability to all undergraduates in this course was inappropriate<split here>I did not feel the fact that I have a disability was relevant to the students in this course<split here>I did not feel the fact that I have a disability was relevant to the course content<split here>I was concerned that revealing that I have a disability would waste class time"
"depress","I thought that revealing my depression to all undergraduates in this course was inappropriate<split here>I did not feel my depression was relevant to the students in this course<split here>I did not feel my depression was relevant to the course content<split here>I had never thought about revealing my depression to all students in this course"
"anxiety","I thought that revealing my anxiety to all undergraduates in this course was inappropriate<split here>I did not feel my anxiety was relevant to the students in this course<split here>I did not feel my anxiety was relevant to the course content<split here>I had never thought about revealing my anxiety to all students in this course"
"lgbtq.gender","I typically do not share my LGBTQ+ gender identity (eg transgender, non-binary) with people<split here>I had never thought about revealing my LGBTQ+ gender identity (eg transgender, non-binary) to all students in this course"
"anxiety","I did not feel my anxiety was relevant to the students in this course"
"fgen","I typically do not share that I am a first-generation college student with people"
"ses","I did not think that revealing that I grew up in a low-income household to all undergraduates in this course was inappropriate<split here>I typically do not share that I grew up in a low-income household with people<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I had never thought about revealing that I grew up in a low-income household to all students in this course"
"fgen","I typically do not share that I am a first-generation college student with people<split here>I did not feel that me being a first-generation college student was relevant to the course content<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I had never thought about revealing that I am a first-generation college student to all students in this course"
"ses","I did not feel like I had a personal enough relationship with the students in this course<split here>I typically do not share that I grew up in a low-income household with people<split here>I had never thought about revealing that I grew up in a low-income household to all students in this course"
"fgen","I did not feel like I had a personal enough relationship with the students in this course<split here>I typically do not share that I am a first-generation college student with people<split here>I had never thought about revealing that I am a first-generation college student to all students in this course"
"depress","I thought that revealing my depression to all undergraduates in this course was inappropriate<split here>I typically do not share my depression with people<split here>I did not feel my depression was relevant to the course content<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I had never thought about revealing my depression to all students in this course<split here>I was concerned that revealing my depression would result in poor course evaluations<split here>I was concerned that I would be subjected to departmental disciplinary action for revealing my depression<split here>I was concerned I could be fired for revealing my depression<split here>I was concerned that revealing my depression would waste class time"
"anxiety","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my anxiety to all undergraduates in this course was inappropriate<split here>I typically do not share my anxiety with people<split here>I did not feel my anxiety was relevant to the students in this course<split here>I did not feel my anxiety was relevant to the course content<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I had never thought about revealing my anxiety to all students in this course<split here>I was concerned students would have a negative opinion about my anxiety<split here>I was concerned that revealing my anxiety would result in poor course evaluations<split here>I was concerned that I would be subjected to departmental disciplinary action for revealing my anxiety<split here>I was concerned that revealing my anxiety would waste class time"
"anxiety","I had never thought about revealing my anxiety to all students in this course"
"fgen","I did not think that revealing that I am a first-generation college student to all undergraduates in this course was inappropriate<split here>I typically do not share that I am a first-generation college student with people"
"depress","I typically do not share my depression with people<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I had never thought about revealing my depression to all students in this course"
"disability","I typically do not share that I have a disability with people<split here>I did not feel the fact that I have a disability was relevant to the course content<split here>I was concerned that I would be subjected to departmental disciplinary action for revealing that I have a disability"
"anxiety","I did not feel like I had a personal enough relationship with the students in this course"
"struggle","I typically do not share my previous academic struggle in college with people"
"depress","I typically do not share my depression with people"
"anxiety","I thought that revealing my anxiety to all undergraduates in this course was inappropriate"
"ses","I did not feel like I had a personal enough relationship with the students in this course"
"addiction","I thought that revealing my addiction to all undergraduates in this course was inappropriate"
"lgbq","I did not feel my LGBTQ+ identity referring to sexuality and/or romantic attraction (eg gay, bisexual) was relevant to the course content"
"ses","I did not feel that growing up in a low-income household was relevant to the students in this course"
"depress","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my depression to all undergraduates in this course was inappropriate<split here>I typically do not share my depression with people<split here>I did not feel my depression was relevant to the course content"
"struggle","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my previous academic struggle in college to all undergraduates in this course was inappropriate<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I was concerned students would have a negative opinion about my previous academic struggle in college"
"depress","I thought that revealing my depression to all undergraduates in this course was inappropriate<split here>I typically do not share my depression with people"
"depress","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my depression to all undergraduates in this course was inappropriate<split here>I typically do not share my depression with people<split here>I did not feel my depression was relevant to the students in this course<split here>I did not feel my depression was relevant to the course content<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I had never thought about revealing my depression to all students in this course<split here>I was concerned students would have a negative opinion about my depression<split here>I was concerned that revealing my depression would result in poor course evaluations<split here>I was concerned that I would be subjected to departmental disciplinary action for revealing my depression<split here>I was concerned I could be fired for revealing my depression<split here>I was concerned that revealing my depression would waste class time"
"anxiety","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my anxiety to all undergraduates in this course was inappropriate<split here>I typically do not share my anxiety with people<split here>I did not feel my anxiety was relevant to the students in this course<split here>I did not feel my anxiety was relevant to the course content<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I had never thought about revealing my anxiety to all students in this course<split here>I was concerned students would have a negative opinion about my anxiety<split here>I was concerned that revealing my anxiety would result in poor course evaluations<split here>I was concerned that I would be subjected to departmental disciplinary action for revealing my anxiety<split here>I was concerned I could be fired for revealing my anxiety<split here>I was concerned that revealing my anxiety would waste class time"
"ses","I did not think that revealing that I grew up in a low-income household to all undergraduates in this course was inappropriate<split here>I typically do not share that I grew up in a low-income household with people<split here>I did not feel that growing up in a low-income household was relevant to the students in this course<split here>I did not feel that growing up in a low-income household was relevant to the course content<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I was concerned students would have a negative opinion about the fact that I grew up in a low-income household<split here>I was concerned that revealing that I grew up in a low-income household would result in poor course evaluations<split here>I was concerned that I would be subjected to departmental disciplinary action for revealing that I grew up in a low-income household<split here>I was concerned I could be fired for revealing that I grew up in a low-income household<split here>I was concerned that revealing that I grew up in a low-income household would waste class time"
"disability","I did not feel like I had a personal enough relationship with the students in this course<split here>I did not think that revealing that I have a disability to all undergraduates in this course was inappropriate<split here>I typically do not share that I have a disability with people<split here>I did not feel the fact that I have a disability was relevant to the students in this course<split here>I did not feel the fact that I have a disability was relevant to the course content<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I had never thought about revealing that I have a disability to all students in this course<split here>I was concerned students would have a negative opinion about the fact that I have a disability<split here>I was concerned that revealing that I have a disability would result in poor course evaluations<split here>I was concerned that I would be subjected to departmental disciplinary action for revealing that I have a disability<split here>I was concerned I could be fired for revealing that I have a disability<split here>I was concerned that revealing that I have a disability would waste class time"
"depress","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my depression to all undergraduates in this course was inappropriate<split here>I typically do not share my depression with people<split here>I did not feel my depression was relevant to the students in this course<split here>I did not feel my depression was relevant to the course content<split here>I was concerned students would have a negative opinion about my depression<split here>I was concerned that I would be subjected to departmental disciplinary action for revealing my depression<split here>I was concerned I could be fired for revealing my depression"
"anxiety","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my anxiety to all undergraduates in this course was inappropriate<split here>I typically do not share my anxiety with people<split here>I did not feel my anxiety was relevant to the students in this course<split here>I did not feel my anxiety was relevant to the course content<split here>I was concerned students would have a negative opinion about my anxiety<split here>I was concerned that I would be subjected to departmental disciplinary action for revealing my anxiety<split here>I was concerned I could be fired for revealing my anxiety"
"transfer","I typically do not share my college transfer status with people<split here>I did not feel my college transfer status was relevant to the students in this course<split here>I did not feel my college transfer status was relevant to the course content<split here>I had never thought about revealing my college transfer status to all students in this course<split here>I was concerned that revealing my college transfer status would waste class time"
"depress","I thought that revealing my depression to all undergraduates in this course was inappropriate<split here>I did not feel my depression was relevant to the course content<split here>I had never thought about revealing my depression to all students in this course"
"anxiety","I did not feel like I had a personal enough relationship with the students in this course<split here>I typically do not share my anxiety with people<split here>I did not feel my anxiety was relevant to the students in this course<split here>I did not feel my anxiety was relevant to the course content<split here>I had never thought about revealing my anxiety to all students in this course"
"fgen","I did not feel like I had a personal enough relationship with the students in this course<split here>I did not think that revealing that I am a first-generation college student to all undergraduates in this course was inappropriate<split here>I typically do not share that I am a first-generation college student with people<split here>I did not feel that me being a first-generation college student was relevant to the students in this course<split here>I did not feel that me being a first-generation college student was relevant to the course content<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I had never thought about revealing that I am a first-generation college student to all students in this course<split here>I was concerned students would have a negative opinion about me being a first-generation college student"
"struggle","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my previous academic struggle in college to all undergraduates in this course was inappropriate<split here>I typically do not share my previous academic struggle in college with people<split here>I did not feel my previous academic struggle in college was relevant to the students in this course<split here>I did not feel my previous academic struggle in college was relevant to the course content<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I had never thought about revealing my previous academic struggle in college to all students in this course<split here>I was concerned students would have a negative opinion about my previous academic struggle in college<split here>I was concerned that revealing my previous academic struggle in college would waste class time"
"lgbtq.gender","I typically do not share my LGBTQ+ gender identity (eg transgender, non-binary) with people<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I was concerned students would have a negative opinion about my LGBTQ+ gender identity (eg transgender, non-binary)<split here>I was concerned that revealing my LGBTQ+ gender identity (eg transgender, non-binary) would result in poor course evaluations<split here>I was concerned that I would be subjected to departmental disciplinary action for revealing my LGBTQ+ gender identity (eg transgender, non-binary)"
"lgbq","I thought that revealing my LGBTQ+ identity referring to sexuality and/or romantic attraction (eg gay, bisexual) to all undergraduates in this course was inappropriate<split here>I typically do not share my LGBTQ+ identity referring to sexuality and/or romantic attraction (eg gay, bisexual) with people<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I was concerned students would have a negative opinion about my LGBTQ+ identity referring to sexuality and/or romantic attraction (eg gay, bisexual)<split here>I was concerned that revealing my LGBTQ+ identity referring to sexuality and/or romantic attraction (eg gay, bisexual) would result in poor course evaluations<split here>I was concerned that I would be subjected to departmental disciplinary action for revealing my LGBTQ+ identity referring to sexuality and/or romantic attraction (eg gay, bisexual)"
"depress","I typically do not share my depression with people"
"anxiety","I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I was concerned students would have a negative opinion about my anxiety<split here>I was concerned that revealing my anxiety would result in poor course evaluations"
"fgen","I typically do not share that I am a first-generation college student with people<split here>I did not feel that me being a first-generation college student was relevant to the students in this course<split here>I did not feel that me being a first-generation college student was relevant to the course content<split here>I had never thought about revealing that I am a first-generation college student to all students in this course"
"depress","I thought that revealing my depression to all undergraduates in this course was inappropriate"
"struggle","I thought that revealing my previous academic struggle in college to all undergraduates in this course was inappropriate"
"fgen","I did not feel that me being a first-generation college student was relevant to the course content"
"struggle","I had never thought about revealing my previous academic struggle in college to all students in this course"
"transfer","I did not feel my college transfer status was relevant to the course content"
"depress","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my depression to all undergraduates in this course was inappropriate<split here>I typically do not share my depression with people<split here>I did not feel my depression was relevant to the course content<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I had never thought about revealing my depression to all students in this course<split here>I was concerned students would have a negative opinion about my depression<split here>I was concerned that revealing my depression would result in poor course evaluations<split here>I was concerned that I would be subjected to departmental disciplinary action for revealing my depression<split here>I was concerned that revealing my depression would waste class time"
"anxiety","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my anxiety to all undergraduates in this course was inappropriate<split here>I typically do not share my anxiety with people<split here>I did not feel my anxiety was relevant to the course content<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I had never thought about revealing my anxiety to all students in this course<split here>I was concerned students would have a negative opinion about my anxiety<split here>I was concerned that revealing my anxiety would result in poor course evaluations<split here>I was concerned that revealing my anxiety would waste class time"
"depress","I thought that revealing my depression to all undergraduates in this course was inappropriate<split here>I typically do not share my depression with people<split here>I did not feel my depression was relevant to the students in this course<split here>I did not feel my depression was relevant to the course content<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I had never thought about revealing my depression to all students in this course"
"anxiety","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my anxiety to all undergraduates in this course was inappropriate<split here>I typically do not share my anxiety with people<split here>I did not feel my anxiety was relevant to the students in this course<split here>I did not feel my anxiety was relevant to the course content<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I had never thought about revealing my anxiety to all students in this course"
"depress","I typically do not share my depression with people<split here>I did not feel my depression was relevant to the students in this course<split here>I had never thought about revealing my depression to all students in this course"
"anxiety","I had never thought about revealing my anxiety to all students in this course"
"ses","I did not think that revealing that I grew up in a low-income household to all undergraduates in this course was inappropriate<split here>I typically do not share that I grew up in a low-income household with people<split here>I did not feel that growing up in a low-income household was relevant to the students in this course<split here>I did not feel that growing up in a low-income household was relevant to the course content<split here>I had never thought about revealing that I grew up in a low-income household to all students in this course<split here>I was concerned that revealing that I grew up in a low-income household would waste class time"
"anxiety","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my anxiety to all undergraduates in this course was inappropriate<split here>I typically do not share my anxiety with people<split here>I did not feel my anxiety was relevant to the students in this course<split here>I did not feel my anxiety was relevant to the course content<split here>I had never thought about revealing my anxiety to all students in this course"
"lgbtq.gender","I typically do not share my LGBTQ+ gender identity (eg transgender, non-binary) with people"
"lgbq","I typically do not share my LGBTQ+ identity referring to sexuality and/or romantic attraction (eg gay, bisexual) with people"
"depress","I typically do not share my depression with people"
"anxiety","I typically do not share my anxiety with people"
"fgen","I typically do not share that I am a first-generation college student with people"
"ses","I did not feel that growing up in a low-income household was relevant to the students in this course<split here>I did not feel that growing up in a low-income household was relevant to the course content<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I had never thought about revealing that I grew up in a low-income household to all students in this course"
"fgen","I did not feel that me being a first-generation college student was relevant to the students in this course<split here>I did not feel that me being a first-generation college student was relevant to the course content<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I had never thought about revealing that I am a first-generation college student to all students in this course"
"anxiety","I typically do not share my anxiety with people"
"fgen","I did not think that revealing that I am a first-generation college student to all undergraduates in this course was inappropriate"
"lgbq","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my LGBTQ+ identity referring to sexuality and/or romantic attraction (eg gay, bisexual) to all undergraduates in this course was inappropriate<split here>I was concerned students would have a negative opinion about my LGBTQ+ identity referring to sexuality and/or romantic attraction (eg gay, bisexual)<split here>I was concerned that revealing my LGBTQ+ identity referring to sexuality and/or romantic attraction (eg gay, bisexual) would result in poor course evaluations"
"addiction","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my addiction to all undergraduates in this course was inappropriate<split here>I typically do not share my addiction with people"
"depress","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my depression to all undergraduates in this course was inappropriate<split here>I typically do not share my depression with people<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department"
"anxiety","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my anxiety to all undergraduates in this course was inappropriate<split here>I typically do not share my anxiety with people<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department"
"anxiety","I typically do not share my anxiety with people<split here>I did not feel my anxiety was relevant to the students in this course<split here>I did not feel my anxiety was relevant to the course content<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department"
"depress","I typically do not share my depression with people<split here>I did not feel my depression was relevant to the students in this course<split here>I did not feel my depression was relevant to the course content<split here>I had never thought about revealing my depression to all students in this course"
"depress","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my depression to all undergraduates in this course was inappropriate<split here>I typically do not share my depression with people<split here>I did not feel my depression was relevant to the course content<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I had never thought about revealing my depression to all students in this course<split here>I was concerned students would have a negative opinion about my depression<split here>I was concerned that revealing my depression would waste class time"
"anxiety","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my anxiety to all undergraduates in this course was inappropriate<split here>I typically do not share my anxiety with people<split here>I did not feel my anxiety was relevant to the course content<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I had never thought about revealing my anxiety to all students in this course<split here>I was concerned that revealing my anxiety would waste class time"
"ses","I did not feel like I had a personal enough relationship with the students in this course<split here>I did not think that revealing that I grew up in a low-income household to all undergraduates in this course was inappropriate<split here>I typically do not share that I grew up in a low-income household with people<split here>I did not feel that growing up in a low-income household was relevant to the course content<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I had never thought about revealing that I grew up in a low-income household to all students in this course<split here>I was concerned that revealing that I grew up in a low-income household would waste class time"
"depress","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my depression to all undergraduates in this course was inappropriate<split here>I did not feel my depression was relevant to the students in this course<split here>I did not feel my depression was relevant to the course content<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I had never thought about revealing my depression to all students in this course<split here>I was concerned that revealing my depression would waste class time"
"anxiety","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my anxiety to all undergraduates in this course was inappropriate<split here>I did not feel my anxiety was relevant to the students in this course<split here>I did not feel my anxiety was relevant to the course content<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I had never thought about revealing my anxiety to all students in this course<split here>I was concerned that revealing my anxiety would waste class time"
"ses","I did not feel like I had a personal enough relationship with the students in this course<split here>I did not think that revealing that I grew up in a low-income household to all undergraduates in this course was inappropriate<split here>I typically do not share that I grew up in a low-income household with people<split here>I did not feel that growing up in a low-income household was relevant to the students in this course<split here>I did not feel that growing up in a low-income household was relevant to the course content<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I had never thought about revealing that I grew up in a low-income household to all students in this course<split here>I was concerned that revealing that I grew up in a low-income household would waste class time"
"fgen","I did not feel like I had a personal enough relationship with the students in this course<split here>I did not think that revealing that I am a first-generation college student to all undergraduates in this course was inappropriate<split here>I did not feel that me being a first-generation college student was relevant to the students in this course<split here>I did not feel that me being a first-generation college student was relevant to the course content<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I had never thought about revealing that I am a first-generation college student to all students in this course<split here>I was concerned that revealing that I am a first-generation college student would waste class time"
"disability","I did not think that revealing that I have a disability to all undergraduates in this course was inappropriate<split here>I typically do not share that I have a disability with people<split here>I did not feel the fact that I have a disability was relevant to the students in this course"
"depress","I did not feel my depression was relevant to the students in this course<split here>I did not feel my depression was relevant to the course content<split here>I had never thought about revealing my depression to all students in this course"
"ses","I did not feel that growing up in a low-income household was relevant to the students in this course<split here>I did not feel that growing up in a low-income household was relevant to the course content<split here>I had never thought about revealing that I grew up in a low-income household to all students in this course"
"depress","I typically do not share my depression with people"
"anxiety","I typically do not share my anxiety with people"
"fgen","I did not feel that me being a first-generation college student was relevant to the course content"
"ses","I had never thought about revealing that I grew up in a low-income household to all students in this course"
"depress","I thought that revealing my depression to all undergraduates in this course was inappropriate<split here>I typically do not share my depression with people"
"anxiety","I thought that revealing my anxiety to all undergraduates in this course was inappropriate<split here>I typically do not share my anxiety with people"
"addiction","I thought that revealing my addiction to all undergraduates in this course was inappropriate<split here>I typically do not share my addiction with people<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I had never thought about revealing my addiction to all students in this course<split here>I was concerned that I would be subjected to departmental disciplinary action for revealing my addiction"
"struggle","I thought that revealing my previous academic struggle in college to all undergraduates in this course was inappropriate<split here>I did not feel my previous academic struggle in college was relevant to the course content"
"depress","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my depression to all undergraduates in this course was inappropriate<split here>I typically do not share my depression with people<split here>I did not feel my depression was relevant to the students in this course<split here>I did not feel my depression was relevant to the course content<split here>I was concerned students would have a negative opinion about my depression<split here>I was concerned that revealing my depression would result in poor course evaluations<split here>I was concerned that revealing my depression would waste class time"
"anxiety","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my anxiety to all undergraduates in this course was inappropriate<split here>I typically do not share my anxiety with people<split here>I did not feel my anxiety was relevant to the students in this course<split here>I did not feel my anxiety was relevant to the course content<split here>I was concerned students would have a negative opinion about my anxiety<split here>I was concerned that revealing my anxiety would result in poor course evaluations<split here>I was concerned that revealing my anxiety would waste class time"
"ses","I did not feel like I had a personal enough relationship with the students in this course<split here>I did not think that revealing that I grew up in a low-income household to all undergraduates in this course was inappropriate<split here>I typically do not share that I grew up in a low-income household with people<split here>I did not feel that growing up in a low-income household was relevant to the students in this course<split here>I did not feel that growing up in a low-income household was relevant to the course content<split here>I was concerned students would have a negative opinion about the fact that I grew up in a low-income household<split here>I was concerned that revealing that I grew up in a low-income household would result in poor course evaluations<split here>I was concerned that revealing that I grew up in a low-income household would waste class time"
"depress","I did not feel my depression was relevant to the students in this course<split here>I did not feel my depression was relevant to the course content<split here>I was concerned students would have a negative opinion about my depression"
"anxiety","I did not feel my anxiety was relevant to the students in this course<split here>I did not feel my anxiety was relevant to the course content<split here>I was concerned students would have a negative opinion about my anxiety"
"fgen","I did not feel that me being a first-generation college student was relevant to the students in this course<split here>I did not feel that me being a first-generation college student was relevant to the course content"
"fgen","I had never thought about revealing that I am a first-generation college student to all students in this course"
"struggle","I had never thought about revealing my previous academic struggle in college to all students in this course"
"depress","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my depression to all undergraduates in this course was inappropriate<split here>I typically do not share my depression with people<split here>I did not feel my depression was relevant to the students in this course<split here>I did not feel my depression was relevant to the course content<split here>I had never thought about revealing my depression to all students in this course<split here>I was concerned that revealing my depression would waste class time"
"anxiety","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my anxiety to all undergraduates in this course was inappropriate<split here>I typically do not share my anxiety with people<split here>I did not feel my anxiety was relevant to the students in this course<split here>I did not feel my anxiety was relevant to the course content<split here>I had never thought about revealing my anxiety to all students in this course<split here>I was concerned that revealing my anxiety would waste class time"
"struggle","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my previous academic struggle in college to all undergraduates in this course was inappropriate<split here>I typically do not share my previous academic struggle in college with people<split here>I did not feel my previous academic struggle in college was relevant to the students in this course<split here>I did not feel my previous academic struggle in college was relevant to the course content<split here>I had never thought about revealing my previous academic struggle in college to all students in this course<split here>I was concerned that revealing my previous academic struggle in college would waste class time"
"depress","I typically do not share my depression with people"
"ses","I typically do not share that I grew up in a low-income household with people"
"anxiety","I typically do not share my anxiety with people<split here>I had never thought about revealing my anxiety to all students in this course"
"depress","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my depression to all undergraduates in this course was inappropriate<split here>I typically do not share my depression with people<split here>I did not feel my depression was relevant to the students in this course<split here>I did not feel my depression was relevant to the course content<split here>I had never thought about revealing my depression to all students in this course<split here>I was concerned students would have a negative opinion about my depression<split here>I was concerned that revealing my depression would result in poor course evaluations<split here>I was concerned that revealing my depression would waste class time"
"anxiety","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my anxiety to all undergraduates in this course was inappropriate<split here>I typically do not share my anxiety with people<split here>I did not feel my anxiety was relevant to the students in this course<split here>I did not feel my anxiety was relevant to the course content<split here>I had never thought about revealing my anxiety to all students in this course<split here>I was concerned students would have a negative opinion about my anxiety<split here>I was concerned that revealing my anxiety would result in poor course evaluations<split here>I was concerned that revealing my anxiety would waste class time"
"anxiety","I typically do not share my anxiety with people<split here>I did not feel my anxiety was relevant to the course content<split here>I had never thought about revealing my anxiety to all students in this course<split here>I was concerned students would have a negative opinion about my anxiety<split here>I was concerned that revealing my anxiety would waste class time"
"fgen","I typically do not share that I am a first-generation college student with people<split here>I had never thought about revealing that I am a first-generation college student to all students in this course"
"depress","I did not feel like I had a personal enough relationship with the students in this course<split here>I thought that revealing my depression to all undergraduates in this course was inappropriate<split here>I typically do not share my depression with people<split here>I did not feel my depression was relevant to the students in this course<split here>I did not feel my depression was relevant to the course content<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I was concerned that revealing my depression would waste class time"
"depress","I typically do not share my depression with people<split here>I was concerned that I would be subjected to departmental disciplinary action for revealing my depression<split here>I was concerned I could be fired for revealing my depression"
"anxiety","I typically do not share my anxiety with people<split here>I did not know others in the department, such as other faculty or instructors, who had revealed a similar identity to people in the department<split here>I was concerned that I would be subjected to departmental disciplinary action for revealing my anxiety<split here>I was concerned I could be fired for revealing my anxiety"
